,Position,Stock,ISIN,Name
5,356,VNBVBS170259,BVBS17025,Ngân hàng Chính sách Xã hội
6,357,VNBVBS170267,BVBS17026,Ngân hàng Chính sách Xã hội
7,358,VNBVBS170275,BVBS17027,Ngân hàng Chính sách Xã hội
8,359,VNBVBS170283,BVBS17028,Ngân hàng Chính sách Xã hội
9,360,VNBVBS170523,BVBS17052,Ngân hàng Chính sách Xã hội
0,361,VNBVBS170531,BVBS17053,Ngân hàng Chính sách Xã hội
1,362,VNBVBS170549,BVBS17054,Ngân hàng Chính sách Xã hội
2,363,VNBVBS170556,BVBS17055,Ngân hàng Chính sách Xã hội
3,364,VNBVBS170564,BVBS17056,Ngân hàng Chính sách Xã hội
4,365,VNBVBS170572,BVBS17057,Ngân hàng Chính sách Xã hội
5,366,VNBVBS170580,BVBS17058,Ngân hàng Chính sách Xã hội
6,367,VNBVBS170598,BVBS17059,Ngân hàng Chính sách Xã hội
7,368,VNBVBS170606,BVBS17060,Ngân hàng Chính sách Xã hội
8,369,VNBVBS170614,BVBS17061,Ngân hàng Chính sách Xã hội
9,370,VNBVBS170622,BVBS17062,Ngân hàng Chính sách Xã hội
0,371,VNBVBS170630,BVBS17063,Ngân hàng Chính sách Xã hội
1,372,VNBVBS170648,BVBS17064,Ngân hàng Chính sách Xã hội
2,373,VNBVBS170655,BVBS17065,Ngân hàng Chính sách Xã hội
3,374,VNBVBS170812,BVBS17081,Ngân hàng Chính sách Xã hội
4,375,VNBVBS170820,BVBS17082,Ngân hàng Chính sách Xã hội
5,376,VNBVBS170838,BVBS17083,Ngân hàng Chính sách Xã hội
6,377,VNBVBS170846,BVBS17084,Ngân hàng Chính sách Xã hội
7,378,VNBVBS170853,BVBS17085,Ngân hàng Chính sách Xã hội
8,379,VNBVBS170861,BVBS17086,Ngân hàng Chính sách Xã hội
9,380,VNBVBS170879,BVBS17087,Ngân hàng Chính sách Xã hội
0,381,VNBVBS170887,BVBS17088,Ngân hàng Chính sách Xã hội
1,382,VNBVBS170895,BVBS17089,Ngân hàng Chính sách Xã hội
2,383,VNBVBS170903,BVBS17090,Ngân hàng Chính sách Xã hội
3,384,VNBVBS170911,BVBS17091,Ngân hàng Chính sách Xã hội
4,385,VNBVBS170929,BVBS17092,Ngân hàng Chính sách Xã hội
5,386,VNBVBS170937,BVBS17093,Ngân hàng Chính sách Xã hội
6,387,VNBVBS170945,BVBS17094,Ngân hàng Chính sách Xã hội
7,388,VNBVBS170952,BVBS17095,Ngân hàng Chính sách Xã hội
8,389,VNBVBS181454,BVBS18145,Ngân hàng Chính sách Xã hội
9,390,VNBVBS181462,BVBS18146,Ngân hàng Chính sách Xã hội
0,391,VNBVBS181470,BVBS18147,Ngân hàng Chính sách Xã hội
1,392,VNBVBS181488,BVBS18148,Ngân hàng Chính sách Xã hội
2,393,VNBVBS181496,BVBS18149,Ngân hàng Chính sách Xã hội
3,394,VNBVBS181603,BVBS18160,Ngân hàng Chính sách Xã hội
4,395,VNBVBS181611,BVBS18161,Ngân hàng Chính sách Xã hội
5,396,VNBVBS181645,BVBS18164,Ngân hàng Chính sách Xã hội
6,397,VNBVBS181652,BVBS18165,Ngân hàng Chính sách Xã hội
7,398,VNBVBS181660,BVBS18166,Ngân hàng Chính sách Xã hội
8,399,VNBVBS181694,BVBS18169,Ngân hàng Chính sách Xã hội
9,400,VNBVBS181702,BVBS18170,Ngân hàng Chính sách Xã hội
0,401,VNBVBS181710,BVBS18171,Ngân hàng Chính sách Xã hội
1,402,VNBVBS181967,BVBS18196,Ngân hàng Chính sách Xã hội
2,403,VNBVBS182221,BVBS18222,Ngân hàng Chính sách Xã hội
3,404,VNBVBS182239,BVBS18223,Ngân hàng Chính sách Xã hội
4,405,VNBVBS182254,BVBS18225,Ngân hàng Chính sách Xã hội
5,406,VNBVBS182262,BVBS18226,Ngân hàng Chính sách Xã hội
6,407,VNBVBS182270,BVBS18227,Ngân hàng Chính sách Xã hội
7,408,VNBVBS182288,BVBS18228,Ngân hàng Chính sách Xã hội
8,409,VNBVBS182296,BVBS18229,Ngân hàng Chính sách Xã hội
9,410,VNBVBS182304,BVBS18230,Ngân hàng Chính sách Xã hội
0,411,VNBVBS182312,BVBS18231,Ngân hàng Chính sách Xã hội
1,412,VNBVBS191263,BVBS19126,Ngân hàng Chính sách Xã hội
2,413,VNBVBS191271,BVBS19127,Ngân hàng Chính sách Xã hội
3,414,VNBVBS191446,BVBS19144,Ngân hàng Chính sách Xã hội
4,415,VNBVBS191453,BVBS19145,Ngân hàng Chính sách Xã hội
5,416,VNBVBS191461,BVBS19146,Ngân hàng Chính sách Xã hội
6,417,VNBVBS191479,BVBS19147,Ngân hàng Chính sách Xã hội
7,418,VNBVBS201203,BVBS20120,Ngân hàng Chính sách Xã hội
8,419,VNBVBS201211,BVBS20121,Ngân hàng Chính sách Xã hội
9,420,VNBVBS201260,BVBS20126,Ngân hàng Chính sách Xã hội
0,421,VNBVBS201278,BVBS20127,Ngân hàng Chính sách Xã hội
1,422,VNBVBS211293,BVBS21129,Ngân hàng Chính sách Xã hội
2,423,VNBVBS211301,BVBS21130,Ngân hàng Chính sách Xã hội
3,424,VNBVBS211319,BVBS21131,Ngân hàng Chính sách Xã hội
4,425,VNBVBS211327,BVBS21132,Ngân hàng Chính sách Xã hội
5,426,VNBVBS211335,BVBS21133,Ngân hàng Chính sách Xã hội
6,427,VNBVBS211442,BVBS21144,Ngân hàng Chính sách Xã hội
7,428,VNBVBS211483,BVBS21148,Ngân hàng Chính sách Xã hội
8,429,VNBVBS211491,BVBS21149,Ngân hàng Chính sách Xã hội
9,430,VNBVDB120780,BVDB12078,Ngân hàng Phát triển Việt Nam
0,431,VNBVDB121382,BVDB12138,Ngân hàng Phát triển Việt Nam
1,432,VNBVDB121390,BVDB12139,Ngân hàng Phát triển Việt Nam
2,433,VNBVDB121457,BVDB12145,Ngân hàng Phát triển Việt Nam
3,434,VNBVDB121473,BVDB12147,Ngân hàng Phát triển Việt Nam
4,435,VNBVDB121499,BVDB12149,Ngân hàng Phát triển Việt Nam
5,436,VNBVDB121507,BVDB12150,Ngân hàng Phát triển Việt Nam
6,437,VNBVDB121515,BVDB12151,Ngân hàng Phát triển Việt Nam
7,438,VNBVDB121523,BVDB12152,Ngân hàng Phát triển Việt Nam
8,439,VNBVDB121887,BVDB12188,Ngân hàng Phát triển Việt Nam
9,440,VNBVDB121895,BVDB12189,Ngân hàng Phát triển Việt Nam
0,441,VNBVDB121903,BVDB12190,Ngân hàng Phát triển Việt Nam
1,442,VNBVDB121911,BVDB12191,Ngân hàng Phát triển Việt Nam
2,443,VNBVDB121929,BVDB12192,Ngân hàng Phát triển Việt Nam
3,444,VNBVDB121937,BVDB12193,Ngân hàng Phát triển Việt Nam
4,445,VNBVDB121945,BVDB12194,Ngân hàng Phát triển Việt Nam
5,446,VNBVDB121952,BVDB12195,Ngân hàng Phát triển Việt Nam
6,447,VNBVDB121960,BVDB12196,Ngân hàng Phát triển Việt Nam
7,448,VNBVDB121978,BVDB12197,Ngân hàng Phát triển Việt Nam
8,449,VNBVDB122042,BVDB12204,Ngân hàng Phát triển Việt Nam
9,450,VNBVDB122059,BVDB12205,Ngân hàng Phát triển Việt Nam
0,451,VNBVDB122067,BVDB12206,Ngân hàng Phát triển Việt Nam
1,452,VNBVDB122083,BVDB12208,Ngân hàng Phát triển Việt Nam
2,453,VNBVDB122091,BVDB12209,Ngân hàng Phát triển Việt Nam
3,454,VNBVDB122109,BVDB12210,Ngân hàng Phát triển Việt Nam
4,455,VNBVDB122125,BVDB12212,Ngân hàng Phát triển Việt Nam
5,456,VNBVDB130359,BVDB13035,Ngân hàng Phát triển Việt Nam
6,457,VNBVDB130367,BVDB13036,Ngân hàng Phát triển Việt Nam
7,458,VNBVDB130375,BVDB13037,Ngân hàng Phát triển Việt Nam
8,459,VNBVDB130383,BVDB13038,Ngân hàng Phát triển Việt Nam
9,460,VNBVDB130391,BVDB13039,Ngân hàng Phát triển Việt Nam
0,461,VNBVDB130409,BVDB13040,Ngân hàng Phát triển Việt Nam
1,462,VNBVDB130417,BVDB13041,Ngân hàng Phát triển Việt Nam
2,463,VNBVDB130433,BVDB13043,Ngân hàng Phát triển Việt Nam
3,464,VNBVDB130441,BVDB13044,Ngân hàng Phát triển Việt Nam
4,465,VNBVDB130458,BVDB13045,Ngân hàng Phát triển Việt Nam
5,466,VNBVDB130466,BVDB13046,Ngân hàng Phát triển Việt Nam
6,467,VNBVDB130474,BVDB13047,Ngân hàng Phát triển Việt Nam
7,468,VNBVDB130482,BVDB13048,Ngân hàng Phát triển Việt Nam
8,469,VNBVDB130490,BVDB13049,Ngân hàng Phát triển Việt Nam
9,470,VNBVDB130508,BVDB13050,Ngân hàng Phát triển Việt Nam
0,471,VNBVDB130516,BVDB13051,Ngân hàng Phát triển Việt Nam
1,472,VNBVDB130532,BVDB13053,Ngân hàng Phát triển Việt Nam
2,473,VNBVDB130540,BVDB13054,Ngân hàng Phát triển Việt Nam
3,474,VNBVDB130581,BVDB13058,Ngân hàng Phát triển Việt Nam
4,475,VNBVDB130599,BVDB13059,Ngân hàng Phát triển Việt Nam
5,476,VNBVDB130607,BVDB13060,Ngân hàng Phát triển Việt Nam
6,477,VNBVDB130615,BVDB13061,Ngân hàng Phát triển Việt Nam
7,478,VNBVDB130623,BVDB13062,Ngân hàng Phát triển Việt Nam
8,479,VNBVDB130631,BVDB13063,Ngân hàng Phát triển Việt Nam
9,480,VNBVDB130649,BVDB13064,Ngân hàng Phát triển Việt Nam
0,481,VNBVDB131159,BVDB13115,Ngân hàng Phát triển Việt Nam
1,482,VNBVDB131167,BVDB13116,Ngân hàng Phát triển Việt Nam
2,483,VNBVDB131175,BVDB13117,Ngân hàng Phát triển Việt Nam
3,484,VNBVDB131191,BVDB13119,Ngân hàng Phát triển Việt Nam
4,485,VNBVDB131233,BVDB13123,Ngân hàng Phát triển Việt Nam
5,486,VNBVDB131258,BVDB13125,Ngân hàng Phát triển Việt Nam
6,487,VNBVDB131266,BVDB13126,Ngân hàng Phát triển Việt Nam
7,488,VNBVDB131274,BVDB13127,Ngân hàng Phát triển Việt Nam
8,489,VNBVDB131332,BVDB13133,Ngân hàng Phát triển Việt Nam
9,490,VNBVDB131340,BVDB13134,Ngân hàng Phát triển Việt Nam
0,491,VNBVDB131357,BVDB13135,Ngân hàng Phát triển Việt Nam
1,492,VNBVDB131365,BVDB13136,Ngân hàng Phát triển Việt Nam
2,493,VNBVDB131373,BVDB13137,Ngân hàng Phát triển Việt Nam
3,494,VNBVDB131381,BVDB13138,Ngân hàng Phát triển Việt Nam
4,495,VNBVDB131399,BVDB13139,Ngân hàng Phát triển Việt Nam
5,496,VNBVDB131423,BVDB13142,Ngân hàng Phát triển Việt Nam
6,497,VNBVDB131431,BVDB13143,Ngân hàng Phát triển Việt Nam
7,498,VNBVDB131449,BVDB13144,Ngân hàng Phát triển Việt Nam
8,499,VNBVDB131514,BVDB13151,Ngân hàng Phát triển Việt Nam
9,500,VNBVDB132223,BVDB13222,Ngân hàng Phát triển Việt Nam
0,501,VNBVDB132231,BVDB13223,Ngân hàng Phát triển Việt Nam
1,502,VNBVDB132249,BVDB13224,Ngân hàng Phát triển Việt Nam
2,503,VNBVDB132256,BVDB13225,Ngân hàng Phát triển Việt Nam
3,504,VNBVDB132264,BVDB13226,Ngân hàng Phát triển Việt Nam
4,505,VNBVDB132272,BVDB13227,Ngân hàng Phát triển Việt Nam
5,506,VNBVDB132280,BVDB13228,Ngân hàng Phát triển Việt Nam
6,507,VNBVDB132298,BVDB13229,Ngân hàng Phát triển Việt Nam
7,508,VNBVDB132306,BVDB13230,Ngân hàng Phát triển Việt Nam
8,509,VNBVDB132322,BVDB13232,Ngân hàng Phát triển Việt Nam
9,510,VNBVDB132330,BVDB13233,Ngân hàng Phát triển Việt Nam
0,511,VNBVDB132348,BVDB13234,Ngân hàng Phát triển Việt Nam
1,512,VNBVDB132371,BVDB13237,Ngân hàng Phát triển Việt Nam
2,513,VNBVDB132397,BVDB13239,Ngân hàng Phát triển Việt Nam
3,514,VNBVDB132439,BVDB13243,Ngân hàng Phát triển Việt Nam
4,515,VNBVDB132447,BVDB13244,Ngân hàng Phát triển Việt Nam
5,516,VNBVDB132496,BVDB13249,Ngân hàng Phát triển Việt Nam
6,517,VNBVDB132645,BVDB13264,Ngân hàng Phát triển Việt Nam
7,518,VNBVDB132660,BVDB13266,Ngân hàng Phát triển Việt Nam
8,519,VNBVDB132678,BVDB13267,Ngân hàng Phát triển Việt Nam
9,520,VNBVDB132686,BVDB13268,Ngân hàng Phát triển Việt Nam
0,521,VNBVDB132694,BVDB13269,Ngân hàng Phát triển Việt Nam
1,522,VNBVDB132702,BVDB13270,Ngân hàng Phát triển Việt Nam
2,523,VNBVDB132710,BVDB13271,Ngân hàng Phát triển Việt Nam
3,524,VNBVDB132900,BVDB13290,Ngân hàng Phát triển Việt Nam
4,525,VNBVDB132918,BVDB13291,Ngân hàng Phát triển Việt Nam
5,526,VNBVDB132926,BVDB13292,Ngân hàng Phát triển Việt Nam
6,527,VNBVDB132934,BVDB13293,Ngân hàng Phát triển Việt Nam
7,528,VNBVDB132942,BVDB13294,Ngân hàng Phát triển Việt Nam
8,529,VNBVDB132959,BVDB13295,Ngân hàng Phát triển Việt Nam
9,530,VNBVDB132967,BVDB13296,Ngân hàng Phát triển Việt Nam
0,531,VNBVDB140986,BVDB14098,Ngân hàng Phát triển Việt Nam
1,532,VNBVDB140994,BVDB14099,Ngân hàng Phát triển Việt Nam
2,533,VNBVDB141000,BVDB14100,Ngân hàng Phát triển Việt Nam
3,534,VNBVDB141158,BVDB14115,Ngân hàng Phát triển Việt Nam
4,535,VNBVDB141166,BVDB14116,Ngân hàng Phát triển Việt Nam
5,536,VNBVDB141174,BVDB14117,Ngân hàng Phát triển Việt Nam
6,537,VNBVDB141182,BVDB14118,Ngân hàng Phát triển Việt Nam
7,538,VNBVDB141208,BVDB14120,Ngân hàng Phát triển Việt Nam
8,539,VNBVDB141216,BVDB14121,Ngân hàng Phát triển Việt Nam
9,540,VNBVDB141224,BVDB14122,Ngân hàng Phát triển Việt Nam
0,541,VNBVDB141232,BVDB14123,Ngân hàng Phát triển Việt Nam
1,542,VNBVDB141307,BVDB14130,Ngân hàng Phát triển Việt Nam
2,543,VNBVDB141315,BVDB14131,Ngân hàng Phát triển Việt Nam
3,544,VNBVDB141323,BVDB14132,Ngân hàng Phát triển Việt Nam
4,545,VNBVDB141331,BVDB14133,Ngân hàng Phát triển Việt Nam
5,546,VNBVDB141349,BVDB14134,Ngân hàng Phát triển Việt Nam
6,547,VNBVDB141364,BVDB14136,Ngân hàng Phát triển Việt Nam
7,548,VNBVDB141372,BVDB14137,Ngân hàng Phát triển Việt Nam
8,549,VNBVDB141380,BVDB14138,Ngân hàng Phát triển Việt Nam
9,550,VNBVDB141398,BVDB14139,Ngân hàng Phát triển Việt Nam
0,551,VNBVDB141497,BVDB14149,Ngân hàng Phát triển Việt Nam
1,552,VNBVDB151967,BVDB15196,Ngân hàng Phát triển Việt Nam
2,553,VNBVDB151975,BVDB15197,Ngân hàng Phát triển Việt Nam
3,554,VNBVDB152049,BVDB15204,Ngân hàng Phát triển Việt Nam
4,555,VNBVDB152056,BVDB15205,Ngân hàng Phát triển Việt Nam
5,556,VNBVDB152064,BVDB15206,Ngân hàng Phát triển Việt Nam
6,557,VNBVDB152072,BVDB15207,Ngân hàng Phát triển Việt Nam
7,558,VNBVDB152080,BVDB15208,Ngân hàng Phát triển Việt Nam
8,559,VNBVDB152098,BVDB15209,Ngân hàng Phát triển Việt Nam
9,560,VNBVDB152114,BVDB15211,Ngân hàng Phát triển Việt Nam
0,561,VNBVDB152122,BVDB15212,Ngân hàng Phát triển Việt Nam
1,562,VNBVDB152130,BVDB15213,Ngân hàng Phát triển Việt Nam
2,563,VNBVDB152213,BVDB15221,Ngân hàng Phát triển Việt Nam
3,564,VNBVDB152221,BVDB15222,Ngân hàng Phát triển Việt Nam
4,565,VNBVDB152239,BVDB15223,Ngân hàng Phát triển Việt Nam
5,566,VNBVDB152247,BVDB15224,Ngân hàng Phát triển Việt Nam
6,567,VNBVDB152254,BVDB15225,Ngân hàng Phát triển Việt Nam
7,568,VNBVDB152353,BVDB15235,Ngân hàng Phát triển Việt Nam
8,569,VNBVDB152411,BVDB15241,Ngân hàng Phát triển Việt Nam
9,570,VNBVDB152429,BVDB15242,Ngân hàng Phát triển Việt Nam
0,571,VNBVDB152445,BVDB15244,Ngân hàng Phát triển Việt Nam
1,572,VNBVDB152478,BVDB15247,Ngân hàng Phát triển Việt Nam
2,573,VNBVDB152486,BVDB15248,Ngân hàng Phát triển Việt Nam
3,574,VNBVDB152510,BVDB15251,Ngân hàng Phát triển Việt Nam
4,575,VNBVDB153260,BVDB15326,Ngân hàng Phát triển Việt Nam
5,576,VNBVDB153278,BVDB15327,Ngân hàng Phát triển Việt Nam
6,577,VNBVDB160521,BVDB16052,Ngân hàng Phát triển Việt Nam
7,578,VNBVDB160539,BVDB16053,Ngân hàng Phát triển Việt Nam
8,579,VNBVDB160547,BVDB16054,Ngân hàng Phát triển Việt Nam
9,580,VNBVDB160554,BVDB16055,Ngân hàng Phát triển Việt Nam
0,581,VNBVDB160562,BVDB16056,Ngân hàng Phát triển Việt Nam
1,582,VNBVDB161032,BVDB16103,Ngân hàng Phát triển Việt Nam
2,583,VNBVDB161040,BVDB16104,Ngân hàng Phát triển Việt Nam
3,584,VNBVDB161057,BVDB16105,Ngân hàng Phát triển Việt Nam
4,585,VNBVDB161065,BVDB16106,Ngân hàng Phát triển Việt Nam
5,586,VNBVDB161073,BVDB16107,Ngân hàng Phát triển Việt Nam
6,587,VNBVDB161099,BVDB16109,Ngân hàng Phát triển Việt Nam
7,588,VNBVDB161107,BVDB16110,Ngân hàng Phát triển Việt Nam
8,589,VNBVDB162055,BVDB16205,Ngân hàng Phát triển Việt Nam
9,590,VNBVDB172153,BVDB17215,Ngân hàng Phát triển Việt Nam
0,591,VNBVDB172161,BVDB17216,Ngân hàng Phát triển Việt Nam
1,592,VNBVDB172179,BVDB17217,Ngân hàng Phát triển Việt Nam
2,593,VNBVDB172187,BVDB17218,Ngân hàng Phát triển Việt Nam
3,594,VNBVDB172658,BVDB17265,Ngân hàng Phát triển Việt Nam
4,595,VNBVDB172666,BVDB17266,Ngân hàng Phát triển Việt Nam
5,596,VNBVDB172674,BVDB17267,Ngân hàng Phát triển Việt Nam
6,597,VNBVDB172682,BVDB17268,Ngân hàng Phát triển Việt Nam
7,598,VNBVDB172690,BVDB17269,Ngân hàng Phát triển Việt Nam
8,599,VNBVDB172708,BVDB17270,Ngân hàng Phát triển Việt Nam
9,600,VNBVDB172716,BVDB17271,Ngân hàng Phát triển Việt Nam
0,601,VNBVDB173151,BVDB17315,Ngân hàng Phát triển Việt Nam
1,602,VNBVDB173169,BVDB17316,Ngân hàng Phát triển Việt Nam
2,603,VNBVDB173177,BVDB17317,Ngân hàng Phát triển Việt Nam
3,604,VNBVDB173185,BVDB17318,Ngân hàng Phát triển Việt Nam
4,605,VNBVDB173193,BVDB17319,Ngân hàng Phát triển Việt Nam
5,606,VNBVDB173201,BVDB17320,Ngân hàng Phát triển Việt Nam
6,607,VNBVDB180016,BVDB18001,Ngân hàng Phát triển Việt Nam
7,608,VNBVDB180024,BVDB18002,Ngân hàng Phát triển Việt Nam
8,609,VNBVDB180032,BVDB18003,Ngân hàng Phát triển Việt Nam
9,610,VNBVDB180214,BVDB18021,Ngân hàng Phát triển Việt Nam
0,611,VNBVDB180222,BVDB18022,Ngân hàng Phát triển Việt Nam
1,612,VNBVDB180230,BVDB18023,Ngân hàng Phát triển Việt Nam
2,613,VNBVDB180412,BVDB18041,Ngân hàng Phát triển Việt Nam
3,614,VNBVDB180420,BVDB18042,Ngân hàng Phát triển Việt Nam
4,615,VNBVDB180438,BVDB18043,Ngân hàng Phát triển Việt Nam
5,616,VNBVDB180610,BVDB18061,Ngân hàng Phát triển Việt Nam
6,617,VNBVDB180636,BVDB18063,Ngân hàng Phát triển Việt Nam
7,618,VNBVDB182350,BVDB18235,Ngân hàng Phát triển Việt Nam
8,619,VNBVDB182368,BVDB18236,Ngân hàng Phát triển Việt Nam
9,620,VNBVDB182376,BVDB18237,Ngân hàng Phát triển Việt Nam
0,621,VNBVDB190213,BVDB19021,Ngân hàng Phát triển Việt Nam
1,622,VNBVDB190221,BVDB19022,Ngân hàng Phát triển Việt Nam
2,623,VNBVDB190411,BVDB19041,Ngân hàng Phát triển Việt Nam
3,624,VNBVDB190429,BVDB19042,Ngân hàng Phát triển Việt Nam
4,625,VNBVDB190619,BVDB19061,Ngân hàng Phát triển Việt Nam
5,626,VNBVDB190627,BVDB19062,Ngân hàng Phát triển Việt Nam
6,627,VNBVDB190635,BVDB19063,Ngân hàng Phát triển Việt Nam
7,628,VNBVDB190643,BVDB19064,Ngân hàng Phát triển Việt Nam
8,629,VNBVDB190817,BVDB19081,Ngân hàng Phát triển Việt Nam
9,630,VNBVDB190825,BVDB19082,Ngân hàng Phát triển Việt Nam
0,631,VNBVDB190833,BVDB19083,Ngân hàng Phát triển Việt Nam
1,632,VNBVDB190841,BVDB19084,Ngân hàng Phát triển Việt Nam
2,633,VNBVDB200848,BVDB20084,Ngân hàng Phát triển Việt Nam
3,634,VNBVDB200855,BVDB20085,Ngân hàng Phát triển Việt Nam
4,635,VNBVDB200863,BVDB20086,Ngân hàng Phát triển Việt Nam
5,636,VNBVDB200871,BVDB20087,Ngân hàng Phát triển Việt Nam
6,637,VNBVDB200996,BVDB20099,Ngân hàng Phát triển Việt Nam
7,638,VNBVDB201002,BVDB20100,Ngân hàng Phát triển Việt Nam
8,639,VNBVDB201010,BVDB20101,Ngân hàng Phát triển Việt Nam
9,640,VNBVDB201028,BVDB20102,Ngân hàng Phát triển Việt Nam
0,641,VNBVDB201036,BVDB20103,Ngân hàng Phát triển Việt Nam
1,642,VNBVDB210615,BVDB21061,Ngân hàng Phát triển Việt Nam
2,643,VNBVDB210631,BVDB21063,Ngân hàng Phát triển Việt Nam
3,644,VNBVDB210763,BVDB21076,Ngân hàng Phát triển Việt Nam
4,645,VNBVDB210789,BVDB21078,Ngân hàng Phát triển Việt Nam
5,646,VNBVDB210912,BVDB21091,Ngân hàng Phát triển Việt Nam
6,647,VNBVDB210920,BVDB21092,Ngân hàng Phát triển Việt Nam
7,648,VNBVDB210938,BVDB21093,Ngân hàng Phát triển Việt Nam
8,649,VNBVDB210946,BVDB21094,Ngân hàng Phát triển Việt Nam
9,650,VN000000BVG5,BVG,Công ty cổ phần Group Bắc Việt
0,651,VNBVGD164973,BVGD16497,Ủy ban nhân dân tỉnh Bà Rịa - Vũng Tàu
1,652,VN000000BVH3,BVH,Tập Đoàn Bảo Việt
2,653,VN000000BVL5,BVL,Công ty cổ phần BV Land
3,654,VN000000BVN1,BVN,Công ty cổ phần Bông Việt Nam
4,655,VN000000BVS0,BVS,Công ty Cổ phần chứng khoán Bảo Việt
5,656,VN000000BWA6,BWA,Công ty cổ phần Cấp thoát nước và Xây dựng Bảo Lộc
6,657,VN000000BWE8,BWE,Công ty cổ phần Nước - Môi trường Bình Dương
7,658,VN000000BWS8,BWS,Công ty cổ phần Cấp nước Bà Rịa - Vũng Tàu
8,659,VN000000BXD8,BXD,CTCP Vận tải và quản lý bến xe Đà Nẵng
9,660,VN000000BXH9,BXH,Công ty cổ phầm Vicem Bao bì Hải Phòng
0,661,VN000000BXT4,BXT,Ban Quản lý và Điều hành Bến xe tàu (Tên doanh nghiệp dự kiến sau khi cổ phần hóa: Công ty cổ phần Bến xe tàu Hậu Giang)
1,662,VN000000C127,C12,Công ty cổ phần Cầu 12
2,663,VN000000C218,C21,Công ty cổ phần Thế kỷ 21
3,664,VN000000C226,C22,Công ty cổ phần 22
4,665,VN000000C325,C32,Công ty Cổ phần CIC39
5,666,VN000000C366,C36,Công ty cổ phần Quản lý và Xây dựng công trình giao thông 236
